link,email,name,add1,add2,city,state,postcode,phone,q1,q2,q3,q4,q5
https://www.surveymonkey.com/r/LYBYW8B,kikkert-roberto@outlook.com,mchefs Cruz,AWL9 Gold Pan Strt,Aptment11234,Charlotte,NC,28215,7526187414,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Luke_Widdowson@hotmail.com,mchefs Cruz,W9SH Gold Pan Lane,Flt11234,Charlotte,NC,28215,7098530862,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,Laine_Galaz99@outlook.com,Jeffkc ymmxl,LO7N sw 74th ave ste220,Concierge Lounge14865,Tigard,OR,97224,7647786602,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,0
https://www.surveymonkey.com/r/LYBYW8B,Alvin-Kulakowski@outlook.com,Gregory Ruiz,IMGK Brookfield Cir Street.,Aparttmentt.11,Framingham,MA,01701,7293820041,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Maciak.Raymundo93@hotmail.com,Robert Carroll,ZKIU clin.ton dr Stret,Front Desk.17A,Hollis,NH,03049,7244732809,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,Kymberly-Nealer@outlook.com,KCPRO Romero,JR03 217 MIA DR Road,APT77011,Newark,DE,19711,7033251363,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,0
https://www.surveymonkey.com/r/LYBYW8B,Wojtas-Deangelo@outlook.com,Jeffkc ymmxl,O09Z sw 74th ave ste220,Aptment14865,Tigard,OR,97224,7875834272,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,Shawnta_Trigueiro@hotmail.com,Jeffkc ymmxl,YGPL sw 74th ave ste220,Apt14865,Tigard,OR,97224,7626713609,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,Balentine-Alline@outlook.com,Larry Howard,P1GG Oakdale Ave Street,Reception-Lounge10,Nashua,NH,03062,7591248217,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,Limber.Lauran@outlook.com,Mary King,SAIQ Brookfield Cir Lane.,Aptment. #11,Framingham,MA,01701,7981510165,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,bromagen.hoa81@hotmail.com,Ann Smith,EHQM clinton dr Lane.,Reception-Lounge.17A,Hollis,NH,03049,7687217570,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,ashly_stickel91@outlook.com,mchefs Cruz,M3C7 Gold Pan Rd.,Reception11234,Charlotte,NC,28215,7523520012,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Jose-Mcbeath90@outlook.com,Jeffkc ymmxl,S1AQ sw 74th ave ste220,Concierge.14865,Tigard,OR,97224,7813727934,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,nia_mearing@hotmail.com,Judith Rogers,2VK8 Brookfield Cir Ln.,Unit. #11,Framingham,MA,01701,7213760620,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,timmerhollis@outlook.com,Brandon Campbell,Y5J1 Oakdale Ave St,Front-Desk.10,Nashua,NH,03062,7879683930,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,archie-bong96@outlook.com,John Benton,SZID Brookfield Cir Stret.,Appt11,Framingham,MA,01701,7344329509,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,Hollis-Flieller@hotmail.com,KCPRO Bell,AAWD 217 MIA DR St.,APT77011,Newark,DE,19711,7720471018,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,bronwyn_stachurski@outlook.com,Keith Howard,FJ7V Oakdale Ave Road.,Aptment. #10,Nashua,NH,03062,7168530337,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,prester.irwin@outlook.com,mchefs Cruz,OHXG Gold Pan Road,Reception Room11234,Charlotte,NC,28215,7818943096,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,dorisdelellis98@hotmail.com,Stacey Schultz,6NWJ clin.ton dr Street,Reception Lounge17A,Hollis,NH,03049,7800479003,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,tom-shields@outlook.com,mchefs Cruz,79JR Gold Pan Strt.,Flt11234,Charlotte,NC,28215,7085828894,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,Young.Walsworth94@outlook.com,Christine Baldwin,AIR3 Brookfield Cir Rd.,Concierge-Desk11,Framingham,MA,01701,7308574228,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,HaegerJulius@hotmail.com,Paul Perry,PFRB Oakdale Ave Strt.,Reception-Room10,Nashua,NH,03062,7775652135,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,Mauricio.Underdue@outlook.com,mchefs Cruz,PYVQ Gold Pan R0AD,Reception Desk.11234,Charlotte,NC,28215,7044567918,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,scharp.veola@outlook.com,Debra Smith,3ZX6 clin.ton dr Lne,Apartment.17A,Hollis,NH,03049,7042713901,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,lipsitz_son01@hotmail.com,James Cook,HYTS Brookfield Cir Strt.,H0USE. #11,Framingham,MA,01701,7097808062,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,Hannam-Dione95@outlook.com,KCPRO Allen,5A62 217 MIA DR Lane.,APT77011,Newark,DE,19711,7913668919,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,trey_duclo93@outlook.com,Dana Gray,XPES Oakdale Ave Stret,Lobby10,Nashua,NH,03062,7065566561,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,luisa_emdee@hotmail.com,Nancy Carroll,0EM6 clin.ton dr Rd,Appartmentt17A,Hollis,NH,03049,7088755944,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,JohannaMuzio02@outlook.com,Robert Morales,4M8F Brookfield Cir Lne,Aparttment.11,Framingham,MA,01701,7362423194,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,Lingafelt-Granville@outlook.com,Jacqueline Barnes,6IRE Brookfield Cir R0AD,#11,Framingham,MA,01701,7572470890,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,arntzleroy@hotmail.com,KCPRO Bates,21LO 217 MIA DR Lne,APT77011,Newark,DE,19711,7487581666,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Ralph_Norviel@outlook.com,Brandon Griffin,XWF0 clin.ton dr St.,Front Desk17A,Hollis,NH,03049,7738113064,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,berry-dobrowski91@outlook.com,Jonathon Moore,P3RQ clin.ton dr Street,Apartment17A,Hollis,NH,03049,7979810628,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,pecci-milo@hotmail.com,Allison Freeman,FVH1 clinton dr Lne.,Reception-Room.17A,Hollis,NH,03049,7742075615,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,millican-demetrius00@outlook.com,KCPRO Hoffman,TD7Q 217 MIA DR R0AD,APT77011,Newark,DE,19711,7704131869,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,devon-henn@outlook.com,Karla Henson,S7LT clin.ton dr St,R00M17A,Hollis,NH,03049,7931802322,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,Hartzer-Cathrine@hotmail.com,Jeffkc ymmxl,9BP4 sw 74th ave ste220,Reception-Lounge14865,Tigard,OR,97224,7418759621,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,Stephanie_Tilley@outlook.com,Troy Collins,25HK Brookfield Cir Lane.,Flat.11,Framingham,MA,01701,7949491449,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,steve.fredregill@outlook.com,Steven Lamb,YB9P Oakdale Ave Street.,Apartmente10,Nashua,NH,03062,7422969324,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,marking_janice@hotmail.com,Nancy Burnett,3S57 Oakdale Ave Road,Appartment.10,Nashua,NH,03062,7450065125,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,Edgerton-Geri96@outlook.com,mchefs Cruz,6QUU Gold Pan Street,Apartment.11234,Charlotte,NC,28215,7434712061,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,graham.hundley94@outlook.com,Jacob Key,40R8 clin.ton dr Lne.,R00M. #17A,Hollis,NH,03049,7209599968,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,merideth.quicho@hotmail.com,mchefs Cruz,ZN9E Gold Pan St.,Reception Desk.11234,Charlotte,NC,28215,7058311744,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,WoutersMelita@outlook.com,Cynthia Miller,MMA3 Brookfield Cir Lne.,Front Desk.11,Framingham,MA,01701,7566104138,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,kory-yamagata@outlook.com,KCPRO Swanson,U92Z 217 MIA DR Rd.,APT77011,Newark,DE,19711,7622410595,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,AureaZannino@hotmail.com,Jeffkc ymmxl,0V11 sw 74th ave ste220,Apt.14865,Tigard,OR,97224,7588432216,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,seabrook-scottie@outlook.com,mchefs Cruz,SHBB Gold Pan Rd,Apartmente.11234,Charlotte,NC,28215,7845679649,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,FerneKalfas@outlook.com,Valerie Morales,M474 clinton dr Street,Concierge Desk.17A,Hollis,NH,03049,7568284390,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,0
https://www.surveymonkey.com/r/LYBYW8B,NobleWease88@hotmail.com,Erika Stewart,LTJD Brookfield Cir R0AD,Concierge Lounge11,Framingham,MA,01701,7313044295,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,Marlon.Vas01@outlook.com,mchefs Cruz,Y582 Gold Pan Strt.,Reception-Desk11234,Charlotte,NC,28215,7826117695,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,chrisco_margherita@outlook.com,Jason Love,NYWK clinton dr Lane,Concierge-Desk.17A,Hollis,NH,03049,7466775381,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,ranee_risse@hotmail.com,Aaron Carson,N4MP Oakdale Ave Strt,Lobby10,Nashua,NH,03062,7389442493,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,ErkerJarred@outlook.com,Jeffkc ymmxl,0ZXS sw 74th ave ste220,Front-Desk.14865,Tigard,OR,97224,7248174937,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,Jimmie_Deveny@outlook.com,Allison Davis,XABN clin.ton dr Lane.,H0USE17A,Hollis,NH,03049,7178867888,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,toleston.carlita02@hotmail.com,David Banks,DM18 Oakdale Ave Stret.,Reception-Room.10,Nashua,NH,03062,7159578441,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,haymore.santiago@outlook.com,Jeffkc ymmxl,RIRU sw 74th ave ste220,Reception-Room.14865,Tigard,OR,97224,7704174424,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,JulianneGlasscock@outlook.com,Jeffkc ymmxl,AM6Q sw 74th ave ste220,Reception Lounge.14865,Tigard,OR,97224,7215616178,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,archie-chacon@hotmail.com,Morgan Ramirez,AFY4 clin.ton dr Ln,Appartment.17A,Hollis,NH,03049,7993254369,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Kawell_Elden@outlook.com,Tiffany Garcia,K2IF Brookfield Cir Road.,Front-Desk.11,Framingham,MA,01701,7478730794,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,SydneyHornsby@outlook.com,Jeffkc ymmxl,29D3 sw 74th ave ste220,Aparttmentt14865,Tigard,OR,97224,7692685276,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,avril-toby86@hotmail.com,Melissa Sanders,IG23 clin.ton dr Stret,#17A,Hollis,NH,03049,7336283267,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,pinal-cletus@outlook.com,Christopher Hill,S0GX Brookfield Cir Stret.,Apartmente11,Framingham,MA,01701,7142710547,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,Tynisha.Santio@outlook.com,Shawn Sparks,U32I clin.ton dr Stret,Concierge Lounge17A,Hollis,NH,03049,7959499813,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Roman-Bessix84@hotmail.com,Michelle Anderson,N6N1 Brookfield Cir Lane,Reception Room11,Framingham,MA,01701,7007866761,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,LukasiewiczKimberley93@outlook.com,Abigail Curtis,D3AO clinton dr Lne.,Flat.17A,Hollis,NH,03049,7224146993,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,Fenix-Joshua@outlook.com,Michael Wiggins,0WHH clin.ton dr Lane,House.17A,Hollis,NH,03049,7732621814,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,leo-labreche96@hotmail.com,mchefs Cruz,Q98O Gold Pan R0AD,Front Desk.11234,Charlotte,NC,28215,7087091318,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,pfeuffercoleman@outlook.com,Joshua Smith,9OGO Oakdale Ave Rd,Appartment10,Nashua,NH,03062,7416060540,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Imada_Marianna@outlook.com,Billy Becker,ANYM clinton dr Stret,Concierge Desk17A,Hollis,NH,03049,7915619186,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,8
https://www.surveymonkey.com/r/LYBYW8B,onan-delmar@hotmail.com,Angela Potts,WGN2 Brookfield Cir St.,Hse.11,Framingham,MA,01701,7001566901,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,FeldhausFelton99@outlook.com,KCPRO Mays,RQL7 217 MIA DR Rd,APT77011,Newark,DE,19711,7011100409,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,Prodoehl-Tona90@outlook.com,Jeffkc ymmxl,9CXV sw 74th ave ste220,Concierge Lounge.14865,Tigard,OR,97224,7394522082,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,shirar_shani98@hotmail.com,mchefs Cruz,N1VD Gold Pan Street,Concierge11234,Charlotte,NC,28215,7375612595,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,3
https://www.surveymonkey.com/r/LYBYW8B,Julian.Lieurance02@outlook.com,KCPRO Browning,8AKB 217 MIA DR Road.,APT77011,Newark,DE,19711,7198149697,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,skinklemorton90@outlook.com,Bobby Curry,FWTK Oakdale Ave Road.,Aptment10,Nashua,NH,03062,7066232118,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,4
https://www.surveymonkey.com/r/LYBYW8B,bussa.taunya@hotmail.com,Jeffkc ymmxl,HVGO sw 74th ave ste220,No.14865,Tigard,OR,97224,7944046857,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,6
https://www.surveymonkey.com/r/LYBYW8B,alwan-alease00@outlook.com,Jacqueline Rios,QS4S clinton dr St,Aptment. #17A,Hollis,NH,03049,7173458011,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,7
https://www.surveymonkey.com/r/LYBYW8B,friedle-leroy@outlook.com,KCPRO Joseph,GSJV 217 MIA DR Lane,APT77011,Newark,DE,19711,7892856400,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,0
https://www.surveymonkey.com/r/LYBYW8B,odell.stones@hotmail.com,mchefs Cruz,6N77 Gold Pan Street,Concierge Room.11234,Charlotte,NC,28215,7130399184,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,9
https://www.surveymonkey.com/r/LYBYW8B,promise_russel@outlook.com,Raven Bowman,A1IX clinton dr Street.,Apartment17A,Hollis,NH,03049,7204916399,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,bolinderalessandra97@outlook.com,Nathan Medina,HY2L Oakdale Ave Lane.,Concierge Room10,Nashua,NH,03062,7360858063,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,PanellaMinna@hotmail.com,Jared Matthews,FCWV Oakdale Ave St.,Appartment.10,Nashua,NH,03062,7977429058,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,2
https://www.surveymonkey.com/r/LYBYW8B,Lanuza_Jackson@outlook.com,Alan Hernandez,8W78 Brookfield Cir Lane,Reception-Room.11,Framingham,MA,01701,7959510744,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
https://www.surveymonkey.com/r/LYBYW8B,Froats-Rolf@outlook.com,Jeffkc ymmxl,PHA9 sw 74th ave ste220,Concierge Desk.14865,Tigard,OR,97224,7606467335,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,5
https://www.surveymonkey.com/r/LYBYW8B,Dallas-Woodburg93@hotmail.com,Mathew Clarke,4F2C Oakdale Ave Street.,Reception Room.10,Nashua,NH,03062,7167808476,Thompkins Square Park,Konstantin Satchek,Manhattan,Varial Flip,1
